"","Term","Ont","N","DE","P.DE","FDR"
"GO:0035050","embryonic heart tube development","BP",44,13,0.530124922653475,1
"GO:0050840","extracellular matrix binding","MF",44,13,0.530124922653475,1
"GO:0072078","nephron tubule morphogenesis","BP",44,13,0.530124922653475,1
"GO:0051353","positive regulation of oxidoreductase activity","BP",44,13,0.530124922653475,1
"GO:1990928","response to amino acid starvation","BP",44,13,0.530124922653475,1
"GO:0016763","transferase activity, transferring pentosyl groups","MF",44,13,0.530124922653475,1
"GO:0043297","apical junction assembly","BP",51,15,0.532445389100868,1
"GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","BP",51,15,0.532445389100868,1
"GO:0000287","magnesium ion binding","MF",186,54,0.534380648042968,1
"GO:0021766","hippocampus development","BP",58,17,0.534607493748967,1
"GO:0031571","mitotic G1 DNA damage checkpoint","BP",58,17,0.534607493748967,1
"GO:0044819","mitotic G1/S transition checkpoint","BP",58,17,0.534607493748967,1
"GO:0017156","calcium ion regulated exocytosis","BP",110,32,0.535700226467816,1
"GO:0005506","iron ion binding","MF",110,32,0.535700226467816,1
"GO:0055076","transition metal ion homeostasis","BP",110,32,0.535700226467816,1
"GO:1902275","regulation of chromatin organization","BP",155,45,0.536426932570685,1
"GO:0062012","regulation of small molecule metabolic process","BP",376,109,0.53645339289623,1
"GO:0043462","regulation of ATPase activity","BP",65,19,0.536640459109366,1
"GO:0000422","autophagy of mitochondrion","BP",72,21,0.538565399899332,1
"GO:0043679","axon terminus","CC",72,21,0.538565399899332,1
"GO:0021549","cerebellum development","BP",72,21,0.538565399899332,1
"GO:0061726","mitochondrion disassembly","BP",72,21,0.538565399899332,1
"GO:0015294","solute:cation symporter activity","MF",72,21,0.538565399899332,1
"GO:0048640","negative regulation of developmental growth","BP",79,23,0.540398185381026,1
"GO:0048193","Golgi vesicle transport","BP",328,95,0.540842703954551,1
"GO:1901990","regulation of mitotic cell cycle phase transition","BP",373,108,0.542445557583632,1
"GO:1905952","regulation of lipid localization","BP",100,29,0.545454610964588,1
"GO:0061630","ubiquitin protein ligase activity","MF",197,57,0.545953414655894,1
"GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","BP",107,31,0.547019616459015,1
"GO:1903320","regulation of protein modification by small protein conjugation or removal","BP",204,59,0.547393919499159,1
"GO:0071480","cellular response to gamma radiation","BP",27,8,0.547652835808534,1
"GO:0051642","centrosome localization","BP",27,8,0.547652835808534,1
"GO:0051959","dynein light intermediate chain binding","MF",27,8,0.547652835808534,1
"GO:0016577","histone demethylation","BP",27,8,0.547652835808534,1
"GO:0010390","histone monoubiquitination","BP",27,8,0.547652835808534,1
"GO:0015949","nucleobase-containing small molecule interconversion","BP",27,8,0.547652835808534,1
"GO:1904680","peptide transmembrane transporter activity","MF",27,8,0.547652835808534,1
"GO:1901186","positive regulation of ERBB signaling pathway","BP",27,8,0.547652835808534,1
"GO:1903539","protein localization to postsynaptic membrane","BP",27,8,0.547652835808534,1
"GO:0009154","purine ribonucleotide catabolic process","BP",27,8,0.547652835808534,1
"GO:0086004","regulation of cardiac muscle cell contraction","BP",27,8,0.547652835808534,1
"GO:2000725","regulation of cardiac muscle cell differentiation","BP",27,8,0.547652835808534,1
"GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator","BP",27,8,0.547652835808534,1
"GO:0043330","response to exogenous dsRNA","BP",27,8,0.547652835808534,1
"GO:0010039","response to iron ion","BP",27,8,0.547652835808534,1
"GO:0055078","sodium ion homeostasis","BP",27,8,0.547652835808534,1
"GO:0000038","very long-chain fatty acid metabolic process","BP",27,8,0.547652835808534,1
"GO:0055069","zinc ion homeostasis","BP",27,8,0.547652835808534,1
"GO:0032451","demethylase activity","MF",34,10,0.547961965554661,1
"GO:0015682","ferric iron transport","BP",34,10,0.547961965554661,1
"GO:0048255","mRNA stabilization","BP",34,10,0.547961965554661,1
"GO:0006656","phosphatidylcholine biosynthetic process","BP",34,10,0.547961965554661,1
"GO:0045070","positive regulation of viral genome replication","BP",34,10,0.547961965554661,1
"GO:0042304","regulation of fatty acid biosynthetic process","BP",34,10,0.547961965554661,1
"GO:0001221","transcription cofactor binding","MF",34,10,0.547961965554661,1
"GO:0072512","trivalent inorganic cation transport","BP",34,10,0.547961965554661,1
"GO:0043138","3'-5' DNA helicase activity","MF",20,6,0.548148382049075,1
"GO:0008209","androgen metabolic process","BP",20,6,0.548148382049075,1
"GO:0009083","branched-chain amino acid catabolic process","BP",20,6,0.548148382049075,1
"GO:0009081","branched-chain amino acid metabolic process","BP",20,6,0.548148382049075,1
"GO:0055003","cardiac myofibril assembly","BP",20,6,0.548148382049075,1
"GO:0042401","cellular biogenic amine biosynthetic process","BP",20,6,0.548148382049075,1
"GO:0042219","cellular modified amino acid catabolic process","BP",20,6,0.548148382049075,1
"GO:0021952","central nervous system projection neuron axonogenesis","BP",20,6,0.548148382049075,1
"GO:0140112","extracellular vesicle biogenesis","BP",20,6,0.548148382049075,1
"GO:0000062","fatty-acyl-CoA binding","MF",20,6,0.548148382049075,1
"GO:0005109","frizzled binding","MF",20,6,0.548148382049075,1
"GO:0071514","genetic imprinting","BP",20,6,0.548148382049075,1
"GO:0060122","inner ear receptor cell stereocilium organization","BP",20,6,0.548148382049075,1
"GO:0019054","modulation by virus of host process","BP",20,6,0.548148382049075,1
"GO:0009299","mRNA transcription","BP",20,6,0.548148382049075,1
"GO:0007026","negative regulation of microtubule depolymerization","BP",20,6,0.548148382049075,1
"GO:0006295","nucleotide-excision repair, DNA incision, 3'-to lesion","BP",20,6,0.548148382049075,1
"GO:0006293","nucleotide-excision repair, preincision complex stabilization","BP",20,6,0.548148382049075,1
"GO:0016702","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF",20,6,0.548148382049075,1
"GO:0010714","positive regulation of collagen metabolic process","BP",20,6,0.548148382049075,1
"GO:0060148","positive regulation of posttranscriptional gene silencing","BP",20,6,0.548148382049075,1
"GO:0071459","protein localization to chromosome, centromeric region","BP",20,6,0.548148382049075,1
"GO:0042451","purine nucleoside biosynthetic process","BP",20,6,0.548148382049075,1
"GO:0046129","purine ribonucleoside biosynthetic process","BP",20,6,0.548148382049075,1
"GO:0051931","regulation of sensory perception","BP",20,6,0.548148382049075,1
"GO:0098780","response to mitochondrial depolarisation","BP",20,6,0.548148382049075,1
"GO:0014044","Schwann cell development","BP",20,6,0.548148382049075,1
"GO:0016830","carbon-carbon lyase activity","MF",41,12,0.54866475065051,1
"GO:0009583","detection of light stimulus","BP",41,12,0.54866475065051,1
"GO:0015179","L-amino acid transmembrane transporter activity","MF",41,12,0.54866475065051,1
"GO:0061014","positive regulation of mRNA catabolic process","BP",41,12,0.54866475065051,1
"GO:0031122","cytoplasmic microtubule organization","BP",48,14,0.54957849077273,1
"GO:0005747","mitochondrial respiratory chain complex I","CC",48,14,0.54957849077273,1
"GO:0030964","NADH dehydrogenase complex","CC",48,14,0.54957849077273,1
"GO:0045271","respiratory chain complex I","CC",48,14,0.54957849077273,1
"GO:0061912","selective autophagy","BP",48,14,0.54957849077273,1
"GO:0030325","adrenal gland development","BP",13,4,0.550593712181785,1
"GO:0097617","annealing activity","MF",13,4,0.550593712181785,1
"GO:0031083","BLOC-1 complex","CC",13,4,0.550593712181785,1
"GO:0070742","C2H2 zinc finger domain binding","MF",13,4,0.550593712181785,1
"GO:0015556","C4-dicarboxylate transmembrane transporter activity","MF",13,4,0.550593712181785,1
"GO:0015377","cation:chloride symporter activity","MF",13,4,0.550593712181785,1
"GO:0071474","cellular hyperosmotic response","BP",13,4,0.550593712181785,1
"GO:0008301","DNA binding, bending","MF",13,4,0.550593712181785,1
"GO:0042362","fat-soluble vitamin biosynthetic process","BP",13,4,0.550593712181785,1
"GO:0042044","fluid transport","BP",13,4,0.550593712181785,1
"GO:0021871","forebrain regionalization","BP",13,4,0.550593712181785,1
"GO:0006000","fructose metabolic process","BP",13,4,0.550593712181785,1
"GO:0042921","glucocorticoid receptor signaling pathway","BP",13,4,0.550593712181785,1
"GO:0030213","hyaluronan biosynthetic process","BP",13,4,0.550593712181785,1
"GO:0042438","melanin biosynthetic process","BP",13,4,0.550593712181785,1
"GO:0035278","miRNA mediated inhibition of translation","BP",13,4,0.550593712181785,1
"GO:0040037","negative regulation of fibroblast growth factor receptor signaling pathway","BP",13,4,0.550593712181785,1
"GO:0040033","negative regulation of translation, ncRNA-mediated","BP",13,4,0.550593712181785,1
"GO:1904706","negative regulation of vascular smooth muscle cell proliferation","BP",13,4,0.550593712181785,1
"GO:0009312","oligosaccharide biosynthetic process","BP",13,4,0.550593712181785,1
"GO:1904925","positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization","BP",13,4,0.550593712181785,1
"GO:0051349","positive regulation of lyase activity","BP",13,4,0.550593712181785,1
"GO:0010893","positive regulation of steroid biosynthetic process","BP",13,4,0.550593712181785,1
"GO:0004659","prenyltransferase activity","MF",13,4,0.550593712181785,1
"GO:0034367","protein-containing complex remodeling","BP",13,4,0.550593712181785,1
"GO:0009130","pyrimidine nucleoside monophosphate biosynthetic process","BP",13,4,0.550593712181785,1
"GO:0009129","pyrimidine nucleoside monophosphate metabolic process","BP",13,4,0.550593712181785,1
"GO:1900037","regulation of cellular response to hypoxia","BP",13,4,0.550593712181785,1
"GO:0045974","regulation of translation, ncRNA-mediated","BP",13,4,0.550593712181785,1
"GO:0060008","Sertoli cell differentiation","BP",13,4,0.550593712181785,1
"GO:0001964","startle response","BP",13,4,0.550593712181785,1
"GO:0005024","transforming growth factor beta-activated receptor activity","MF",13,4,0.550593712181785,1
"GO:0004675","transmembrane receptor protein serine/threonine kinase activity","MF",13,4,0.550593712181785,1
"GO:0045239","tricarboxylic acid cycle enzyme complex","CC",13,4,0.550593712181785,1
"GO:0060065","uterus development","BP",13,4,0.550593712181785,1
"GO:0031965","nuclear membrane","CC",263,76,0.550598013064187,1
"GO:0022853","active ion transmembrane transporter activity","MF",55,16,0.5506107034112,1
"GO:0015171","amino acid transmembrane transporter activity","MF",55,16,0.5506107034112,1
"GO:0042625","ATPase coupled ion transmembrane transporter activity","MF",55,16,0.5506107034112,1
"GO:0009593","detection of chemical stimulus","BP",55,16,0.5506107034112,1
"GO:1901379","regulation of potassium ion transmembrane transport","BP",55,16,0.5506107034112,1
"GO:0042274","ribosomal small subunit biogenesis","BP",62,18,0.551710326345174,1
"GO:1903901","negative regulation of viral life cycle","BP",69,20,0.552847390405196,1
"GO:0042278","purine nucleoside metabolic process","BP",69,20,0.552847390405196,1
"GO:0046890","regulation of lipid biosynthetic process","BP",149,43,0.555495956181655,1
"GO:0019752","carboxylic acid metabolic process","BP",885,256,0.556052929803512,1
"GO:0007600","sensory perception","BP",336,97,0.556127979527503,1
"GO:0007389","pattern specification process","BP",253,73,0.556621624203479,1
"GO:0031225","anchored component of membrane","CC",97,28,0.557488914613922,1
"GO:0022857","transmembrane transporter activity","MF",723,209,0.557636578813246,1
"GO:0015078","proton transmembrane transporter activity","MF",104,30,0.558639029698538,1
"GO:0035005","1-phosphatidylinositol-4-phosphate 3-kinase activity","MF",6,2,0.559884529210033,1
"GO:0004022","alcohol dehydrogenase (NAD) activity","MF",6,2,0.559884529210033,1
"GO:0019401","alditol biosynthetic process","BP",6,2,0.559884529210033,1
"GO:0097208","alveolar lamellar body","CC",6,2,0.559884529210033,1
"GO:0042895","antibiotic transmembrane transporter activity","MF",6,2,0.559884529210033,1
"GO:0030121","AP-1 adaptor complex","CC",6,2,0.559884529210033,1
"GO:0070330","aromatase activity","MF",6,2,0.559884529210033,1
"GO:0015173","aromatic amino acid transmembrane transporter activity","MF",6,2,0.559884529210033,1
"GO:0048102","autophagic cell death","BP",6,2,0.559884529210033,1
"GO:0097136","Bcl-2 family protein complex","CC",6,2,0.559884529210033,1
"GO:0099004","calmodulin dependent kinase signaling pathway","BP",6,2,0.559884529210033,1
"GO:0061762","CAMKK-AMPK signaling cascade","BP",6,2,0.559884529210033,1
"GO:0016406","carnitine O-acyltransferase activity","MF",6,2,0.559884529210033,1
"GO:0051934","catecholamine uptake involved in synaptic transmission","BP",6,2,0.559884529210033,1
"GO:0035740","CD8-positive, alpha-beta T cell proliferation","BP",6,2,0.559884529210033,1
"GO:0071838","cell proliferation in bone marrow","BP",6,2,0.559884529210033,1
"GO:0071500","cellular response to nitrosative stress","BP",6,2,0.559884529210033,1
"GO:0061511","centriole elongation","BP",6,2,0.559884529210033,1
"GO:0021694","cerebellar Purkinje cell layer formation","BP",6,2,0.559884529210033,1
"GO:0098981","cholinergic synapse","CC",6,2,0.559884529210033,1
"GO:0000052","citrulline metabolic process","BP",6,2,0.559884529210033,1
"GO:0051185","coenzyme transmembrane transporter activity","MF",6,2,0.559884529210033,1
"GO:0035726","common myeloid progenitor cell proliferation","BP",6,2,0.559884529210033,1
"GO:0021540","corpus callosum morphogenesis","BP",6,2,0.559884529210033,1
"GO:0070937","CRD-mediated mRNA stability complex","CC",6,2,0.559884529210033,1
"GO:0009202","deoxyribonucleoside triphosphate biosynthetic process","BP",6,2,0.559884529210033,1
"GO:0009597","detection of virus","BP",6,2,0.559884529210033,1
"GO:0048262","determination of dorsal/ventral asymmetry","BP",6,2,0.559884529210033,1
"GO:0045136","development of secondary sexual characteristics","BP",6,2,0.559884529210033,1
"GO:0050904","diapedesis","BP",6,2,0.559884529210033,1
"GO:0051583","dopamine uptake involved in synaptic transmission","BP",6,2,0.559884529210033,1
"GO:0009950","dorsal/ventral axis specification","BP",6,2,0.559884529210033,1
"GO:0034498","early endosome to Golgi transport","BP",6,2,0.559884529210033,1
"GO:0010668","ectodermal cell differentiation","BP",6,2,0.559884529210033,1
"GO:0000480","endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP",6,2,0.559884529210033,1
"GO:0002278","eosinophil activation involved in immune response","BP",6,2,0.559884529210033,1
"GO:0043308","eosinophil degranulation","BP",6,2,0.559884529210033,1
"GO:0002447","eosinophil mediated immunity","BP",6,2,0.559884529210033,1
"GO:1901503","ether biosynthetic process","BP",6,2,0.559884529210033,1
"GO:0008611","ether lipid biosynthetic process","BP",6,2,0.559884529210033,1
"GO:0060613","fat pad development","BP",6,2,0.559884529210033,1
"GO:0090269","fibroblast growth factor production","BP",6,2,0.559884529210033,1
"GO:0036056","filtration diaphragm","CC",6,2,0.559884529210033,1
"GO:0007342","fusion of sperm to egg plasma membrane involved in single fertilization","BP",6,2,0.559884529210033,1
"GO:0070765","gamma-secretase complex","CC",6,2,0.559884529210033,1
"GO:0046504","glycerol ether biosynthetic process","BP",6,2,0.559884529210033,1
